Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount,
"Uncategorized Payments","Electronic Payments","03/20/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120319 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Uncategorized Payments","Electronic Payments","02/17/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120216 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Uncategorized Payments","Electronic Payments","02/17/2012"," ","PAYPAL","PAYPAL           INST XFER  120217 4JT225MDGGJYE   TRAVIS LAWRENCE                                  PAYPALSI66 4JT225MDGGJYE   0","Old Checking XXXXXX5384","$66.00",
"Uncategorized Payments","Electronic Payments","01/23/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120120 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","06/24/2013"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   130621 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091004550649296","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","05/22/2013"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   130521 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091004555695095","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","04/22/2013"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   130419 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091003757698150","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","03/22/2013"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   130321 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091004151515055","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","02/22/2013"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   130221 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091004558566380","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","01/22/2013"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   130118 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091003655221574","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","12/24/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   121221 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091004450456772","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","11/23/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   121121 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1O00000091003657654075","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","10/22/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   121019 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","09/24/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   120921 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","08/22/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   120821 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","07/17/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","ONLINE TRANSFER REF #IBE5BSF44J            TO PERSONAL LOAN UNSECURED                 XXXXXX90710001 ON 07/17/12","PMA Checking XXXXXX5366","$274.22",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","06/22/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   120621 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","04/23/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","ONLINE TRANSFER REF #IBEFZ8WT6P            TO PERSONAL LOAN UNSECURED                 XXXXXX90710001 ON 04/23/12","PMA Checking XXXXXX5366","$350.00",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","04/23/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   120420 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","03/19/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","ONLINE TRANSFER REF #IBEJW2BD93            TO PERSONAL LOAN UNSECURED                 XXXXXX90710001 ON 03/18/12","PMA Checking XXXXXX5366","$350.00",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","02/22/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","WF LOAN/LINE     AUTO PAY   120221 626228690710001 LAWRENCE TRAVIS                                  SHAW990662 626228690710001 1","PMA Checking XXXXXX5366","$324.87",
"Credit Card/Loan Payments","Loan/Line of Credit Payments","01/19/2012"," ","WELLS FARGO CONSUMER LOANS & LINES OF CREDIT","ONLINE TRANSFER REF #IBEQNNFL3R            TO PERSONAL LOAN UNSECURED                 XXXXXX90710001 ON 01/19/12","PMA Checking XXXXXX5366","$325.00",
"Credit Card/Loan Payments","Mortgage Payments","06/04/2013","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","Old Checking XXXXXX5384","$333.00",
"Credit Card/Loan Payments","Mortgage Payments","06/04/2013","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","Old Checking XXXXXX5384","$2,539.24",
"Credit Card/Loan Payments","Mortgage Payments","05/07/2013","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","Old Checking XXXXXX5384","$333.00",
"Credit Card/Loan Payments","Mortgage Payments","05/07/2013","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","Old Checking XXXXXX5384","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","04/10/2013","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","04/04/2013","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$333.00",
"Credit Card/Loan Payments","Mortgage Payments","03/07/2013","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","03/02/2013","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$333.00",
"Credit Card/Loan Payments","Mortgage Payments","02/07/2013","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","02/05/2013","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$333.00",
"Credit Card/Loan Payments","Mortgage Payments","01/11/2013","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","Old Checking XXXXXX5384","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","01/04/2013","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$333.00",
"Credit Card/Loan Payments","Mortgage Payments","12/08/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","12/05/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$333.00",
"Credit Card/Loan Payments","Mortgage Payments","11/07/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","11/02/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","10/10/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","10/02/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","09/06/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","09/01/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","08/08/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","08/03/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","07/03/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","06/30/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","06/13/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,536.93",
"Credit Card/Loan Payments","Mortgage Payments","06/02/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","05/09/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,661.01",
"Credit Card/Loan Payments","Mortgage Payments","05/04/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","04/11/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage Payments-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,661.01",
"Credit Card/Loan Payments","Mortgage Payments","04/03/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage Payments-Jackson Square West HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","03/08/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage / Rent-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,661.01",
"Credit Card/Loan Payments","Mortgage Payments","03/06/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage / Rent-JACKSON SQUARE WEST HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","02/02/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage / Rent-JACKSON SQUARE WEST HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Mortgage Payments","02/02/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage / Rent-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,661.01",
"Credit Card/Loan Payments","Mortgage Payments","01/11/2012","LOS ANGELES","WELLS FARGO HOME MORTGAGE","Mortgage / Rent-WELLS FARGO HOME MORTGAGE-708 (FIRST 3 DIGITS ON PAYMENT COUPON)","PMA Checking XXXXXX5366","$2,661.01",
"Credit Card/Loan Payments","Mortgage Payments","01/04/2012","Vallejo","JACKSON SQUARE WEST HOA","Mortgage / Rent-JACKSON SQUARE WEST HOA","PMA Checking XXXXXX5366","$325.22",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","06/28/2013","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","06/08/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","Old Checking XXXXXX5384","$2,923.07",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","05/31/2013","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","05/22/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$30.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","04/17/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$30.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","04/17/2013","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","03/23/2013","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","03/19/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","Old Checking XXXXXX5384","$300.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","02/28/2013","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","Old Checking XXXXXX5384","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","02/16/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$546.11",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","02/16/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$200.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","02/05/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$81.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","01/26/2013","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","Old Checking XXXXXX5384","$200.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","01/17/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","Old Checking XXXXXX5384","$200.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","01/17/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","Old Checking XXXXXX5384","$300.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","01/08/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","Old Checking XXXXXX5384","$120.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","01/05/2013","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","Old Checking XXXXXX5384","$30.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","12/20/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$735.17",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","12/15/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","12/15/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$1,500.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","12/15/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$200.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","11/17/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$300.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","11/17/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$400.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","11/07/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$2,576.80",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","10/19/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","Old Checking XXXXXX5384","$120.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","10/12/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$482.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","09/22/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$2,170.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","09/18/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","09/15/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$800.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","09/01/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$71.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","08/17/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$450.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","07/25/2012"," ","BANANA VISA","Banana Visa      BR EPAY    072312       XXXXX2285       4479931055859573                           9130142001 403002285       0","Old Checking XXXXXX5384","$116.76",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","07/25/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$71.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","07/20/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","Old Checking XXXXXX5384","$3,050.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","07/06/2012","DES MOINES","MACY'S (FOR ACCOUNTS BEGINNING WITH 412 OR 413)","Card Payments (non-WF)-MACY'S (FOR ACCOUNTS BEGINNING WITH 412 OR 413)","PMA Checking XXXXXX5366","$120.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","06/19/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","06/09/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$1,629.27",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","06/08/2012","DES MOINES","MACY'S (FOR ACCOUNTS BEGINNING WITH 412 OR 413)","Card Payments (non-WF)-MACY'S (FOR ACCOUNTS BEGINNING WITH 412 OR 413)","PMA Checking XXXXXX5366","$120.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","05/17/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","05/09/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$2,640.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","04/17/2012","DES MOINES","CITI CARDS","Card Payments (non-WF)-CITI CARDS","PMA Checking XXXXXX5366","$100.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","04/10/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Card Payments (non-WF)-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$954.08",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","03/17/2012","DES MOINES","CITI CARDS","Other Spending-CITI CARDS","PMA Checking XXXXXX5366","$200.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","03/10/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Credit Card-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$1,210.56",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","02/17/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Credit Card-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$1,614.49",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","02/11/2012","WILMINGTON","BANK OF AMERICA CREDIT CARD","Credit Card-BANK OF AMERICA CREDIT CARD","PMA Checking XXXXXX5366","$50.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","02/10/2012","WILMINGTON","BANK OF AMERICA CREDIT CARD","Credit Card-BANK OF AMERICA CREDIT CARD","Old Checking XXXXXX5384","$1,800.00",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","01/13/2012","CITY OF INDUSTRY","CAPITAL ONE CREDIT CARD","Credit Card-CAPITAL ONE CREDIT CARD","PMA Checking XXXXXX5366","$324.56",
"Credit Card/Loan Payments","Non-Wells Fargo Credit Card Payments","01/11/2012","WILMINGTON","BANK OF AMERICA CREDIT CARD","Credit Card-BANK OF AMERICA CREDIT CARD","PMA Checking XXXXXX5366","$50.00",
"Credit Card/Loan Payments","Student Loan Payments","06/28/2013"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 130627 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0R00000091004157653280","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","06/03/2013"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 130531 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0R00000091004158288663","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","04/17/2013"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 130416 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0R00000091004054723916","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","03/19/2013"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 130318 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0R00000091004455953435","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","09/17/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120914 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","08/22/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120821 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","07/18/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120717 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
